element_id,dataset,source_website,query_label,osm_type,osm_numeric_id,name,osm_key,osm_value,category,emotion1,emotion2,value1,value2,latitude,longitude,amenity,shop,leisure,landuse,office,railway,tags_json,text_for_vectorisation,tfidf_x,tfidf_y,hash_x,hash_y,tfidf_kmeans_cluster,kmeans_cluster,gmm_cluster
way/4251186,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4251186,Walpole Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.5090684,-0.3097276,,,park,,,,"{""leisure"": ""park"", ""name"": ""Walpole Park"", ""source"": ""yahoo"", ""wikidata"": ""Q7963731"", ""wikipedia"": ""en:Walpole Park""}","Walpole Park parks leisure park {""leisure"": ""park"", ""name"": ""Walpole Park"", ""source"": ""yahoo"", ""wikidata"": ""Q7963731"", ""wikipedia"": ""en:Walpole Park""}",0.6712562004280835,-0.3103377654414908,0.49424970826998144,0.35317914263949113,0,1,2
way/4251190,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4251190,Dean Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.5101446,-0.3203765,,,park,,,,"{""leisure"": ""park"", ""name"": ""Dean Gardens"", ""source"": ""yahoo""}","Dean Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Dean Gardens"", ""source"": ""yahoo""}",0.6709452328752471,-0.35154353134091687,0.4806439906399872,0.398679791117864,0,1,2
way/4252522,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4252522,Hurlingham Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4690524,-0.2021224,,,park,,,,"{""leisure"": ""park"", ""name"": ""Hurlingham Park"", ""website"": ""https://www.lbhf.gov.uk/Directory/Environment_and_Planning/Parks_and_open_spaces/Find_a_park/123512_Hurlingham_Park.asp"", ""wikidata"": ""Q5946739"", ""wikipedia"": ""en:Hurlingham Park""}","Hurlingham Park parks leisure park {""leisure"": ""park"", ""name"": ""Hurlingham Park"", ""website"": ""https://www.lbhf.gov.uk/Directory/Environment_and_Planning/Parks_and_open_spaces/Find_a_park/123512_Hurlingham_Park.asp"", ""wikidata"": ""Q5946739"", ""wikipedia"": ""en:Hurlingham Park""}",0.6704775148803241,-0.2592334077578009,0.49986969161304334,0.30358224462601485,0,1,2
way/4252532,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4252532,South Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4690551,-0.1942851,,,park,,,,"{""leisure"": ""park"", ""name"": ""South Park"", ""wikidata"": ""Q7568141"", ""wikipedia"": ""en:South Park, Fulham""}","South Park parks leisure park {""leisure"": ""park"", ""name"": ""South Park"", ""wikidata"": ""Q7568141"", ""wikipedia"": ""en:South Park, Fulham""}",0.6730564604583268,-0.3254131378346818,0.48606891370437616,0.38944158812235063,0,1,2
way/4253286,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253286,Woburn Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.5233255,-0.1296417,,,park,,,,"{""barrier"": ""fence"", ""fence_type"": ""railing"", ""leisure"": ""park"", ""name"": ""Woburn Square"", ""wikidata"": ""Q8028979"", ""wikipedia"": ""en:Woburn Square""}","Woburn Square parks leisure park {""barrier"": ""fence"", ""fence_type"": ""railing"", ""leisure"": ""park"", ""name"": ""Woburn Square"", ""wikidata"": ""Q8028979"", ""wikipedia"": ""en:Woburn Square""}",0.4971983002499963,-0.2438618554775687,0.39457598952862005,0.2619549264846269,0,1,0
way/4253288,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253288,Gordon Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.524262,-0.1308717,,,park,,,,"{""barrier"": ""fence"", ""fence_type"": ""railing"", ""leisure"": ""park"", ""name"": ""Gordon Square"", ""name:etymology:wikidata"": ""Q55993365"", ""wikidata"": ""Q5585854"", ""wikipedia"": ""en:Gordon Square""}","Gordon Square parks leisure park {""barrier"": ""fence"", ""fence_type"": ""railing"", ""leisure"": ""park"", ""name"": ""Gordon Square"", ""name:etymology:wikidata"": ""Q55993365"", ""wikidata"": ""Q5585854"", ""wikipedia"": ""en:Gordon Square""}",0.49725248486562346,-0.23535931547469102,0.48536418566197864,0.12202363594779941,0,1,2
way/4253353,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253353,St. John's Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4719247,-0.3317639,,,park,,,,"{""leisure"": ""park"", ""name"": ""St. John's Gardens"", ""source"": ""yahoo""}","St. John's Gardens parks leisure park {""leisure"": ""park"", ""name"": ""St. John's Gardens"", ""source"": ""yahoo""}",0.6709452328752471,-0.35154353134091687,0.46841105466550675,0.389748853399119,0,1,2
way/4253527,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253527,West Square Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4951846,-0.1055267,,,park,,,,"{""leisure"": ""park"", ""name"": ""West Square Gardens"", ""operator"": ""London Borough of Southwark"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q730706"", ""wikidata"": ""Q7986571"", ""wikipedia"": ""en:West Square""}","West Square Gardens parks leisure park {""leisure"": ""park"", ""name"": ""West Square Gardens"", ""operator"": ""London Borough of Southwark"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q730706"", ""wikidata"": ""Q7986571"", ""wikipedia"": ""en:West Square""}",0.520332135879418,-0.22111652920439412,0.482375042410856,0.24619500611048448,0,1,0
way/4253646,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253646,Queen Square Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.5217715,-0.1224453,,,park,,,,"{""GBV"": ""Active"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Queen Square Gardens"", ""smoking"": ""no"", ""wikidata"": ""Q3414013"", ""wikipedia"": ""en:Queen Square, London""}","Queen Square Gardens parks leisure park {""GBV"": ""Active"", ""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Queen Square Gardens"", ""smoking"": ""no"", ""wikidata"": ""Q3414013"", ""wikipedia"": ""en:Queen Square, London""}",0.5362522805336357,-0.2535155008187802,0.4445018053286869,0.23934587316118966,0,1,0
way/4253657,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253657,Red Lion Square Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.5191892,-0.1188966,,,park,,,,"{""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Red Lion Square Gardens"", ""name:en"": ""Red Lion Square Gardens"", ""name:ko"": ""레드 라이언 광장"", ""wikidata"": ""Q7304535"", ""wikipedia"": ""en:Red Lion Square""}","Red Lion Square Gardens parks leisure park {""barrier"": ""fence"", ""leisure"": ""park"", ""name"": ""Red Lion Square Gardens"", ""name:en"": ""Red Lion Square Gardens"", ""name:ko"": ""레드 라이언 광장"", ""wikidata"": ""Q7304535"", ""wikipedia"": ""en:Red Lion Square""}",0.46821048148187944,-0.24154216120186167,0.36204317548924625,0.20344985245287858,0,1,0
way/4253887,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4253887,Berkeley Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.5096414,-0.1458119,,,park,,,,"{""access"": ""yes"", ""addr:city"": ""London"", ""barrier"": ""fence"", ""heritage"": ""2"", ""heritage:operator"": ""he"", ""heritage:website"": ""https://historicengland.org.uk/listing/the-list/list-entry/1000516"", ""leisure"": ""park"", ""listed_status"": ""Grade II"", ""name"": ""Berkeley Square"", ""ref:GB:nhle"": ""1000516"", ""wikidata"": ""Q127212"", ""wikipedia"": ""en:Berkeley Square""}","Berkeley Square parks leisure park {""access"": ""yes"", ""addr:city"": ""London"", ""barrier"": ""fence"", ""heritage"": ""2"", ""heritage:operator"": ""he"", ""heritage:website"": ""https://historicengland.org.uk/listing/the-list/list-entry/1000516"", ""leisure"": ""park"", ""listed_status"": ""Grade II"", ""name"": ""Berkeley Square"", ""ref:GB:nhle"": ""1000516"", ""wikidata"": ""Q127212"", ""wikipedia"": ""en:Berkeley Square""}",0.5636390439303562,-0.058963752811939565,0.5646808652581112,0.07294377377122593,0,1,2
way/4254099,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4254099,Victoria Embankment Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.5086161,-0.1210405,,,park,,,,"{""access"": ""yes"", ""addr:city"": ""London"", ""addr:street"": ""Victoria Embankment"", ""leisure"": ""park"", ""name"": ""Victoria Embankment Gardens"", ""name:ar"": ""حدائق فيكتوريا إمبانكمينت"", ""name:lt"": ""Viktorijos krantines sodai"", ""opening_hours"": ""Jan 01-Feb 15 08:30-16:30,Feb 16-Feb 29 08:30-17:30,Mar 01-Mar Su[4] 08:30-18:00,Mar Mo[4]-Mar 31 08:30-19:30,Apr 01-Apr 15 08:30-20:00,Apr 16-Apr 30 08:30-20:30,May 01-May 15 08:30-21:00,Mar 16-Jul 31 08:30-21:30,Aug 01-Aug 15 08:30-21:00,Aug 16-Aug 31 0"", ""operator"": ""City of Westminster"", ""operator:type"": ""government"", ""website"": ""https://www.westminster.gov.uk/parks-and-open-spaces/victoria-embankment-gardens"", ""wheelchair"": ""limited"", ""wheelchair:description"": ""level asphalt paths between lawns. Most statues and monuments are close to the path edge"", ""wikidata"": ""Q7926695"", ""wikimedia_commons"": ""Category:Victoria_Embankment_Gardens"", ""wikipedia"": ""en:Victoria Embankment Gardens""}","Victoria Embankment Gardens parks leisure park {""access"": ""yes"", ""addr:city"": ""London"", ""addr:street"": ""Victoria Embankment"", ""leisure"": ""park"", ""name"": ""Victoria Embankment Gardens"", ""name:ar"": ""حدائق فيكتوريا إمبانكمينت"", ""name:lt"": ""Viktorijos krantines sodai"", ""opening_hours"": ""Jan 01-Feb 15 08:30-16:30,Feb 16-Feb 29 08:30-17:30,Mar 01-Mar Su[4] 08:30-18:00,Mar Mo[4]-Mar 31 08:30-19:30,Apr 01-Apr 15 08:30-20:00,Apr 16-Apr 30 08:30-20:30,May 01-May 15 08:30-21:00,Mar 16-Jul 31 08:30-21:30,Aug 01-Aug 15 08:30-21:00,Aug 16-Aug 31 0"", ""operator"": ""City of Westminster"", ""operator:type"": ""government"", ""website"": ""https://www.westminster.gov.uk/parks-and-open-spaces/victoria-embankment-gardens"", ""wheelchair"": ""limited"", ""wheelchair:description"": ""level asphalt paths between lawns. Most statues and monuments are close to the path edge"", ""wikidata"": ""Q7926695"", ""wikimedia_commons"": ""Category:Victoria_Embankment_Gardens"", ""wikipedia"": ""en:Victoria Embankment Gardens""}",0.23068660742805164,0.08389668687362198,0.5318586109309165,-0.0013493887335349198,1,2,0
way/4255959,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4255959,Goose Green,leisure,park,park relaxed,calm,open,0.2,0.1,51.4615555,-0.0735443,,,park,,,,"{""leisure"": ""park"", ""name"": ""Goose Green""}","Goose Green parks leisure park {""leisure"": ""park"", ""name"": ""Goose Green""}",0.5558393517918365,-0.29124508462569265,0.38807072164673917,0.4365356210055342,0,1,0
way/4256144,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4256144,Argyle Square Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.5290446,-0.122248,,,park,,,,"{""leisure"": ""park"", ""name"": ""Argyle Square Gardens"", ""name:en"": ""Argyle Square Gardens"", ""name:ja"": ""アーガイル・スクエア"", ""operator"": ""Camden London Borough Council"", ""wikidata"": ""Q96372341"", ""wikimedia_commons"": ""Category:Argyle Square, London"", ""wikipedia"": ""en:Argyle Square""}","Argyle Square Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Argyle Square Gardens"", ""name:en"": ""Argyle Square Gardens"", ""name:ja"": ""アーガイル・スクエア"", ""operator"": ""Camden London Borough Council"", ""wikidata"": ""Q96372341"", ""wikimedia_commons"": ""Category:Argyle Square, London"", ""wikipedia"": ""en:Argyle Square""}",0.44987158286985834,-0.2012038296398728,0.39867524429931417,0.17294278251714815,0,1,0
way/4256229,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4256229,Golden Square,leisure,park,park relaxed,calm,open,0.2,0.1,51.511655,-0.1371829,,,park,,,,"{""leisure"": ""park"", ""name"": ""Golden Square"", ""operator"": ""Westminster City Council"", ""wikidata"": ""Q5579811"", ""wikipedia"": ""en:Golden Square""}","Golden Square parks leisure park {""leisure"": ""park"", ""name"": ""Golden Square"", ""operator"": ""Westminster City Council"", ""wikidata"": ""Q5579811"", ""wikipedia"": ""en:Golden Square""}",0.5267070921284706,-0.23220922367818575,0.42325438455305314,0.2919739586746155,0,1,0
way/4256264,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4256264,Vauxhall Pleasure Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4874704,-0.1207242,,,park,,,,"{""addr:city"": ""London"", ""addr:postcode"": ""SE11 5HL"", ""addr:street"": ""Tyers Street"", ""alt_name"": ""Spring Gardens"", ""leisure"": ""park"", ""name"": ""Vauxhall Pleasure Gardens"", ""note"": ""formerly named Spring Gardens"", ""opening_hours"": ""24/7"", ""operator"": ""Lambeth Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q6481450"", ""website"": ""https://beta.lambeth.gov.uk/parks/vauxhall-pleasure-gardens"", ""wikidata"": ""Q977947"", ""wikipedia"": ""en:Vauxhall Gardens""}","Vauxhall Pleasure Gardens parks leisure park {""addr:city"": ""London"", ""addr:postcode"": ""SE11 5HL"", ""addr:street"": ""Tyers Street"", ""alt_name"": ""Spring Gardens"", ""leisure"": ""park"", ""name"": ""Vauxhall Pleasure Gardens"", ""note"": ""formerly named Spring Gardens"", ""opening_hours"": ""24/7"", ""operator"": ""Lambeth Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q6481450"", ""website"": ""https://beta.lambeth.gov.uk/parks/vauxhall-pleasure-gardens"", ""wikidata"": ""Q977947"", ""wikipedia"": ""en:Vauxhall Gardens""}",0.6286727341568145,0.03120415205850719,0.6596914109295581,0.04161937236563321,0,1,2
way/4256950,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4256950,Whitehall Garden,leisure,park,park relaxed,calm,open,0.2,0.1,51.5056433,-0.1233752,,,park,,,,"{""leisure"": ""park"", ""name"": ""Whitehall Garden"", ""name:ar"": ""حديقة وايتهول"", ""wheelchair"": ""yes""}","Whitehall Garden parks leisure park {""leisure"": ""park"", ""name"": ""Whitehall Garden"", ""name:ar"": ""حديقة وايتهول"", ""wheelchair"": ""yes""}",0.6851424480607949,-0.3490334650467837,0.47955076958097737,0.439281177544711,0,1,2
way/4256953,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4256953,Whitehall Garden,leisure,park,park relaxed,calm,open,0.2,0.1,51.5039218,-0.1239099,,,park,,,,"{""leisure"": ""park"", ""name"": ""Whitehall Garden"", ""wheelchair"": ""yes"", ""wikidata"": ""Q18901051"", ""wikipedia"": ""en:Privy Garden of the Palace of Whitehall""}","Whitehall Garden parks leisure park {""leisure"": ""park"", ""name"": ""Whitehall Garden"", ""wheelchair"": ""yes"", ""wikidata"": ""Q18901051"", ""wikipedia"": ""en:Privy Garden of the Palace of Whitehall""}",0.6826235469786073,-0.33874591176239555,0.5588794014837828,0.3731939327998389,0,1,2
way/4257005,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4257005,Grosvenor Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4977368,-0.1472135,,,park,,,,"{""leisure"": ""park"", ""name"": ""Grosvenor Gardens""}","Grosvenor Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Grosvenor Gardens""}",0.6819389867062993,-0.37933535705001176,0.4771012346598545,0.4449779706791776,0,1,2
way/4257006,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4257006,Grosvenor Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4965639,-0.1455517,,,park,,,,"{""leisure"": ""park"", ""name"": ""Grosvenor Gardens""}","Grosvenor Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Grosvenor Gardens""}",0.6819389867062993,-0.37933535705001176,0.4771012346598545,0.4449779706791776,0,1,2
way/4257697,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4257697,Fairlop Waters Country Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.5927133,0.1002983,,,park,,,,"{""addr:city"": ""Ilford"", ""addr:country"": ""GB"", ""addr:postcode"": ""IG6 3HN"", ""addr:suburb"": ""Fairlop"", ""communication:amateur_radio:pota"": ""GB-0745"", ""leisure"": ""park"", ""name"": ""Fairlop Waters Country Park"", ""wikidata"": ""Q115184182""}","Fairlop Waters Country Park parks leisure park {""addr:city"": ""Ilford"", ""addr:country"": ""GB"", ""addr:postcode"": ""IG6 3HN"", ""addr:suburb"": ""Fairlop"", ""communication:amateur_radio:pota"": ""GB-0745"", ""leisure"": ""park"", ""name"": ""Fairlop Waters Country Park"", ""wikidata"": ""Q115184182""}",0.574644092853818,0.06244453775071232,0.5663686558581247,0.09100311207140398,0,1,2
way/4258095,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4258095,Christchurch Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4981134,-0.1344937,,,park,,,,"{""leisure"": ""park"", ""name"": ""Christchurch Gardens"", ""operator"": ""City of Westminster"", ""wheelchair"": ""yes"", ""wikidata"": ""Q59818439""}","Christchurch Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Christchurch Gardens"", ""operator"": ""City of Westminster"", ""wheelchair"": ""yes"", ""wikidata"": ""Q59818439""}",0.6489336148462731,-0.2561027517639123,0.5157505207842904,0.35918914924337747,0,1,2
way/4259619,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259619,Dean's Yard,leisure,park,park relaxed,calm,open,0.2,0.1,51.4985817,-0.1290543,,,park,,,,"{""historic"": ""yes"", ""leisure"": ""park"", ""name"": ""Dean's Yard"", ""old_name"": ""The Elms"", ""wikidata"": ""Q5245943"", ""wikipedia"": ""en:Dean's Yard""}","Dean's Yard parks leisure park {""historic"": ""yes"", ""leisure"": ""park"", ""name"": ""Dean's Yard"", ""old_name"": ""The Elms"", ""wikidata"": ""Q5245943"", ""wikipedia"": ""en:Dean's Yard""}",0.6470650343877072,-0.27683791363628163,0.3846482908280606,0.2571161524665113,0,1,2
way/4259627,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259627,College Green,leisure,park,park relaxed,calm,open,0.2,0.1,51.4980919,-0.1261387,,,park,,,,"{""alt_name"": ""Abingdon Street Gardens"", ""leisure"": ""park"", ""name"": ""College Green"", ""note"": ""The world knows this as College Green but the council says it is Abington Street Gardens (with a t) - the street next door doesn't have a T."", ""official_name"": ""Abington Street Gardens"", ""wikidata"": ""Q59756"", ""wikipedia"": ""en:College Green, London""}","College Green parks leisure park {""alt_name"": ""Abingdon Street Gardens"", ""leisure"": ""park"", ""name"": ""College Green"", ""note"": ""The world knows this as College Green but the council says it is Abington Street Gardens (with a t) - the street next door doesn't have a T."", ""official_name"": ""Abington Street Gardens"", ""wikidata"": ""Q59756"", ""wikipedia"": ""en:College Green, London""}",0.4656607795192931,-0.13946029086137207,0.464223626742529,0.10125608219595925,0,1,0
way/4259687,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259687,Victoria Tower Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4964596,-0.1248658,,,park,,,,"{""access"": ""yes"", ""leisure"": ""park"", ""name"": ""Victoria Tower Gardens"", ""name:ar"": ""حدائق برج فيكتوريا"", ""operator"": ""The Royal Parks"", ""operator:type"": ""public"", ""operator:wikidata"": ""Q7761716"", ""website"": ""https://www.royalparks.org.uk/parks/victoria-tower-gardens"", ""wikidata"": ""Q2485117"", ""wikipedia"": ""en:Victoria Tower Gardens""}","Victoria Tower Gardens parks leisure park {""access"": ""yes"", ""leisure"": ""park"", ""name"": ""Victoria Tower Gardens"", ""name:ar"": ""حدائق برج فيكتوريا"", ""operator"": ""The Royal Parks"", ""operator:type"": ""public"", ""operator:wikidata"": ""Q7761716"", ""website"": ""https://www.royalparks.org.uk/parks/victoria-tower-gardens"", ""wikidata"": ""Q2485117"", ""wikipedia"": ""en:Victoria Tower Gardens""}",0.5610898235727513,-0.19498669739970692,0.4772625076676165,0.20480931099814503,0,1,2
way/4259726,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259726,St John's Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.4943918,-0.1280463,,,park,,,,"{""leisure"": ""park"", ""name"": ""St John's Gardens"", ""website"": ""https://myparks.westminster.gov.uk/parks/st-johns-gardens-horseferry-road/"", ""wheelchair"": ""yes""}","St John's Gardens parks leisure park {""leisure"": ""park"", ""name"": ""St John's Gardens"", ""website"": ""https://myparks.westminster.gov.uk/parks/st-johns-gardens-horseferry-road/"", ""wheelchair"": ""yes""}",0.6066555895785493,-0.22190500583619008,0.4969050462000802,0.2987467577249698,0,1,2
way/4259897,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259897,Riverside Walk Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.489166,-0.1279354,,,park,,,,"{""leisure"": ""park"", ""name"": ""Riverside Walk Gardens""}","Riverside Walk Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Riverside Walk Gardens""}",0.6819389867062993,-0.37933535705001176,0.4280433071302051,0.402922631941955,0,1,2
way/4259902,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259902,Millbank Gardens,leisure,park,park relaxed,calm,open,0.2,0.1,51.491457,-0.1290838,,,park,,,,"{""leisure"": ""park"", ""name"": ""Millbank Gardens""}","Millbank Gardens parks leisure park {""leisure"": ""park"", ""name"": ""Millbank Gardens""}",0.6819389867062993,-0.37933535705001176,0.5741657515328332,0.627231124772638,0,1,2
way/4259910,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4259910,Causton Street Playground,leisure,park,park relaxed,calm,open,0.2,0.1,51.4909438,-0.131187,,,park,,,,"{""leisure"": ""park"", ""name"": ""Causton Street Playground""}","Causton Street Playground parks leisure park {""leisure"": ""park"", ""name"": ""Causton Street Playground""}",0.656387993932271,-0.26452234161177574,0.4139542742254992,0.30694853483908824,0,1,2
way/4260009,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4260009,Archbishop's Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.4967922,-0.1168946,,,park,,,,"{""addr:city"": ""London"", ""addr:postcode"": ""SE1 7LE"", ""addr:street"": ""Carlisle Lane"", ""leisure"": ""park"", ""name"": ""Archbishop's Park"", ""opening_hours"": ""07:30 - dusk"", ""operator"": ""Lambeth Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q6481450"", ""website"": ""https://beta.lambeth.gov.uk/parks/archbishops-park"", ""wikidata"": ""Q105561291""}","Archbishop's Park parks leisure park {""addr:city"": ""London"", ""addr:postcode"": ""SE1 7LE"", ""addr:street"": ""Carlisle Lane"", ""leisure"": ""park"", ""name"": ""Archbishop's Park"", ""opening_hours"": ""07:30 - dusk"", ""operator"": ""Lambeth Council"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q6481450"", ""website"": ""https://beta.lambeth.gov.uk/parks/archbishops-park"", ""wikidata"": ""Q105561291""}",0.6755050487024183,0.05873771284343531,0.6853169227083218,0.07235541829171525,0,1,2
way/4267353,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4267353,Clitterhouse Playing Fields,leisure,park,park relaxed,calm,open,0.2,0.1,51.5692669,-0.2148786,,,park,,,,"{""alt_name"": ""Clitterhouse Recreation Ground"", ""leisure"": ""park"", ""name"": ""Clitterhouse Playing Fields"", ""name:en"": ""Clitterhouse Playing Fields"", ""ref:GB:uprn"": ""200158000"", ""wikidata"": ""Q5134465"", ""wikipedia"": ""en:Clitterhouse Recreation Ground""}","Clitterhouse Playing Fields parks leisure park {""alt_name"": ""Clitterhouse Recreation Ground"", ""leisure"": ""park"", ""name"": ""Clitterhouse Playing Fields"", ""name:en"": ""Clitterhouse Playing Fields"", ""ref:GB:uprn"": ""200158000"", ""wikidata"": ""Q5134465"", ""wikipedia"": ""en:Clitterhouse Recreation Ground""}",0.4886044478939436,-0.2120254371374719,0.36612785708546985,0.2555730328170328,0,1,0
way/4268231,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4268231,Lowlands Recreation Ground,leisure,park,park relaxed,calm,open,0.2,0.1,51.5782969,-0.3367967,,,park,,,,"{""leisure"": ""park"", ""name"": ""Lowlands Recreation Ground""}","Lowlands Recreation Ground parks leisure park {""leisure"": ""park"", ""name"": ""Lowlands Recreation Ground""}",0.5059642199914691,-0.2654982310790283,0.44381628048966204,0.4571264310137312,0,1,0
way/4268233,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4268233,The Grove Open Space,leisure,park,park relaxed,calm,open,0.2,0.1,51.5770153,-0.3368675,,,park,,,,"{""leisure"": ""park"", ""name"": ""The Grove Open Space"", ""operator"": ""London Borough of Harrow""}","The Grove Open Space parks leisure park {""leisure"": ""park"", ""name"": ""The Grove Open Space"", ""operator"": ""London Borough of Harrow""}",0.5408601072636502,-0.23242525177036655,0.38947322053776956,0.30609941155255505,0,1,0
way/4270104,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4270104,Barkingside Recreation Ground,leisure,park,park relaxed,calm,open,0.2,0.1,51.587722,0.0781061,,,park,,,,"{""addr:city"": ""Ilford"", ""addr:postcode"": ""IG6 2PE"", ""addr:street"": ""Mossford Green"", ""leisure"": ""park"", ""name"": ""Barkingside Recreation Ground"", ""operator"": ""Vision Redbridge Culture and Leisure"", ""operator:type"": ""private_non_profit""}","Barkingside Recreation Ground parks leisure park {""addr:city"": ""Ilford"", ""addr:postcode"": ""IG6 2PE"", ""addr:street"": ""Mossford Green"", ""leisure"": ""park"", ""name"": ""Barkingside Recreation Ground"", ""operator"": ""Vision Redbridge Culture and Leisure"", ""operator:type"": ""private_non_profit""}",0.6037370124000984,0.049906457971024984,0.5722002469111029,0.03769835403837867,0,1,2
way/4271516,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4271516,Mandeville Parkway,leisure,park,park relaxed,calm,open,0.2,0.1,51.5507899,-0.3637463,,,park,,,,"{""leisure"": ""park"", ""name"": ""Mandeville Parkway""}","Mandeville Parkway parks leisure park {""leisure"": ""park"", ""name"": ""Mandeville Parkway""}",0.677028270565737,-0.36292026509383135,0.40726461608494646,0.44491046170210263,0,1,2
way/4272920,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4272920,Crabtree Fields,leisure,park,park relaxed,calm,open,0.2,0.1,51.5192383,-0.1345606,,,park,,,,"{""leisure"": ""park"", ""name"": ""Crabtree Fields""}","Crabtree Fields parks leisure park {""leisure"": ""park"", ""name"": ""Crabtree Fields""}",0.677028270565737,-0.36292026509383135,0.3990233969378455,0.4258945513270006,0,1,2
way/4274490,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4274490,Chestnuts Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.5826446,-0.0896714,,,park,,,,"{""leisure"": ""park"", ""name"": ""Chestnuts Park"", ""wikidata"": ""Q5094022""}","Chestnuts Park parks leisure park {""leisure"": ""park"", ""name"": ""Chestnuts Park"", ""wikidata"": ""Q5094022""}",0.6806955915080293,-0.3459263598039746,0.47303633618250196,0.4893909217367749,0,1,2
way/4280573,openstreetmap_poi,OpenStreetMap / Overpass API,parks,way,4280573,Tatem Park,leisure,park,park relaxed,calm,open,0.2,0.1,51.6187453,-0.0875883,,,park,,,,"{""leisure"": ""park"", ""name"": ""Tatem Park""}","Tatem Park parks leisure park {""leisure"": ""park"", ""name"": ""Tatem Park""}",0.6729088477374365,-0.3528013764255464,0.48034410986009357,0.45516564910819984,0,1,2
