element_id,dataset,source_website,query_label,osm_type,osm_numeric_id,name,osm_key,osm_value,category,emotion1,emotion2,value1,value2,latitude,longitude,amenity,shop,leisure,landuse,office,railway,tags_json
node/207272295,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,207272295,Queen's Cottage Grounds,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4732329,-0.3046692,,,garden,,,,"{""leisure"": ""garden"", ""loc_name"": ""Conservation Area"", ""name"": ""Queen's Cottage Grounds""}"
node/207513563,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,207513563,The Cockpit,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5066413,-0.1688741,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""The Cockpit""}"
node/370195256,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,370195256,Ornamental Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.585262,-0.123707,,,garden,,,,"{""access"": ""yes"", ""fee"": ""no"", ""leisure"": ""garden"", ""name"": ""Ornamental Garden""}"
node/420783220,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,420783220,Field of Hope,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4051677,0.0109053,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Field of Hope""}"
node/448037429,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,448037429,Bridge House Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4436723,0.2214463,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Bridge House Gardens""}"
node/702318525,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,702318525,Aquatic Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.482217,-0.2886585,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Aquatic Garden""}"
node/1348978158,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978158,Winter Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4815315,-0.2917295,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Winter Garden"", ""name:fr"": ""Jardin d'hiver"", ""name:ru"": ""Зимний сад""}"
node/1348978159,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978159,Conservation Area,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4735563,-0.3070311,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Conservation Area""}"
node/1348978160,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978160,Berberis Dell,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4763693,-0.2926569,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Berberis Dell""}"
node/1348978161,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978161,Woodland Glade,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4742169,-0.2990379,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Woodland Glade""}"
node/1348978162,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978162,Redwood Grove,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4734762,-0.3006819,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Redwood Grove""}"
node/1348978163,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978163,Rhododendron Dell,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4795538,-0.3003275,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Rhododendron Dell"", ""name:ru"": ""Участок рододендронов""}"
node/1348978164,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1348978164,Student Vegetable Plots,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4816843,-0.2882834,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Student Vegetable Plots""}"
node/1982055860,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1982055860,Nannies' Lawn,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5045297,-0.1580207,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Nannies' Lawn""}"
node/1982085230,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1982085230,The Meadow,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5107745,-0.1662814,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""The Meadow""}"
node/1982085234,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,1982085234,The Parade Ground,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5082101,-0.1589965,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""The Parade Ground""}"
node/2578705282,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,2578705282,MR Valek Garden Landscapist,leisure,garden,park relaxed,calm,open,0.20,0.15,51.2830457,0.1802854,,,garden,,,,"{""addr:city"": ""Sevenoaks"", ""addr:street"": ""Lakeview Road"", ""email"": ""valektamas73@yahoo.co.uk"", ""leisure"": ""garden"", ""name"": ""MR Valek Garden Landscapist""}"
node/3725978141,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,3725978141,Horniman's Wildlife Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4408751,-0.0629265,,,garden,,,,"{""fixme"": ""wildlife garden? Note 20836"", ""leisure"": ""garden"", ""name"": ""Horniman's Wildlife Garden""}"
node/4567226374,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,4567226374,Allotment Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.6036167,-0.0127881,,,garden,,,,"{""addr:city"": ""London"", ""addr:postcode"": ""E4 8BJ"", ""addr:street"": ""Parade Gardens"", ""leisure"": ""garden"", ""name"": ""Allotment Gardens""}"
node/4678882807,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,4678882807,Hornsey Park Community Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5893849,-0.1108516,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Hornsey Park Community Garden""}"
node/6582725771,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,6582725771,Levita House Plantation,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5292528,-0.1288306,,,garden,,,,"{""addr:city"": ""London"", ""addr:housename"": ""Levita House"", ""addr:postcode"": ""NW1 1JJ"", ""addr:street"": ""Chalton Street"", ""description"": ""This area has newly been upgraded for the residents of Levita house to start gardening and growing small vegetables and fruits where possible"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Levita House Plantation"", ""opening_hours"": ""24/7"", ""operator"": ""Camden""}"
node/7133584273,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,7133584273,Footpath Nursery,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4043483,0.1833253,,,garden,,,,"{""addr:street"": ""New Barn Road"", ""leisure"": ""garden"", ""name"": ""Footpath Nursery"", ""survey:date"": ""2020-01-15""}"
node/7552636680,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,7552636680,Mabley Edible Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5498054,-0.0322818,,,garden,,,,"{""description"": ""Mabley Edible Garden planted 2016 maintained by volunteers. For contact details visit the Facebook page.\n"", ""leisure"": ""garden"", ""name"": ""Mabley Edible Garden"", ""opening_hours"": ""24/7""}"
node/7644040345,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,7644040345,Walled Formal Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.3560432,-0.0560355,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Walled Formal Garden""}"
node/8080669417,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,8080669417,Core Landscapes,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5488085,-0.043493,,,garden,,,,"{""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Core Landscapes"", ""survey:date"": ""2020-11-04"", ""website"": ""https://www.corearts.co.uk/core-landscapes/""}"
node/8869785683,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,8869785683,Tooting Community Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4299614,-0.1418361,,,garden,,,,"{""contact:facebook"": ""https://www.facebook.com/tootingcommunitygarden/"", ""leisure"": ""garden"", ""name"": ""Tooting Community Garden"", ""operator"": ""Transition Town Tooting""}"
node/9687834484,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,9687834484,OmVed Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5717699,-0.1465887,,,garden,,,,"{""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""OmVed Gardens"", ""website"": ""https://omvedgardens.com/""}"
node/10264287285,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,10264287285,Forest of Thanks,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5463476,0.126934,,,garden,,,,"{""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Forest of Thanks"", ""operator"": ""Borough of Barking and Dagenham"", ""operator:type"": ""community""}"
node/11382861063,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,11382861063,Rose Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.3569093,-0.0551567,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Rose Garden""}"
node/11544241894,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,11544241894,West Wickham Allotments,leisure,garden,park relaxed,calm,open,0.20,0.15,51.3752941,-0.0056615,,,garden,,,,"{""access"": ""permit"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""West Wickham Allotments""}"
node/12156767568,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,12156767568,Onion Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4979232,-0.1370762,,,garden,,,,"{""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Onion Garden""}"
node/12686983560,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,12686983560,Cultivate London @Berrymede Community Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5023428,-0.2740903,,,garden,,,,"{""access"": ""permissive"", ""addr:city"": ""London"", ""addr:housename"": ""Cultivate London @Berrymede Community Gardens"", ""addr:housenumber"": ""232"", ""addr:postcode"": ""W3 8SN"", ""addr:street"": ""Osborne Road"", ""description"": ""The beds are located in the playgrounds of the 3 buildings of the Acton Gardens Primary school (formerly Berrymede), the drop-in sessions are outside lessons times: Saturdays 11:30 – 14:30 and Tuesdays 4-6pm (only from April until October)."", ""door"": ""gate"", ""entrance"": ""community_garden_entrance"", ""fee"": ""no"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Cultivate London @Berrymede Community Gardens"", ""operator"": ""Cultivate London"", ""operator:type"": ""charitable"", ""wheelchair"": ""yes""}"
node/12687082730,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,12687082730,Cultivate London @The Salopian Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4721294,-0.348242,,,garden,,,,"{""access"": ""permissive"", ""addr:city"": ""London"", ""addr:country"": ""GB"", ""addr:housenumber"": ""689a"", ""addr:postcode"": ""TW7 4ES"", ""addr:street"": ""London Road"", ""check_date"": ""2025-03-21"", ""description"": ""Every Wednesday 10 – 4 pm. Drop in, meet some new people. We have strong cohort of regulars and new people joining all the time – no experience necessary, just a can-do attitude!"", ""fee"": ""no"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Cultivate London @The Salopian Garden"", ""operator"": ""Cultivate London"", ""operator:type"": ""charitable"", ""phone"": ""+44 208 992 4941""}"
node/12687089050,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,12687089050,Cultivate London @DIG Hanwell,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5056246,-0.3427219,,,garden,,,,"{""access"": ""permissive"", ""addr:city"": ""London"", ""addr:country"": ""GB"", ""addr:housename"": ""Cultivate London @DIG Hanwell"", ""addr:housenumber"": ""62"", ""addr:postcode"": ""W7 2PB"", ""addr:street"": ""Green Ln"", ""check_date"": ""2025-03-21"", ""description"": ""(Every Monday 10 – 3 pm) Visit us and help Cultivate London build this beautiful green space into a thriving community resource. No experience is necessary, just a willingness to help and you might learn something along the way."", ""fee"": ""no"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Cultivate London @DIG Hanwell"", ""operator"": ""Cultivate London"", ""operator:type"": ""charitable"", ""phone"": ""+44 208 992 4941""}"
node/13275558232,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,node,13275558232,Rose Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5350159,-0.0481412,,,garden,,,,"{""access"": ""yes"", ""fee"": ""no"", ""leisure"": ""garden"", ""name"": ""Rose Garden""}"
way/3178749,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,3178749,Norfolk Square Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5158883,-0.1734256,,,garden,,,,"{""alt_name"": ""Norfolk Square Gardens"", ""barrier"": ""fence"", ""leisure"": ""garden"", ""name"": ""Norfolk Square Garden"", ""operator"": ""City of Westminster"", ""operator:type"": ""government"", ""operator:wikidata"": ""Q179351"", ""source:name"": ""survey"", ""wikidata"": ""Q117841866"", ""wikipedia"": ""en:Norfolk Square""}"
way/3991492,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,3991492,Privy Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4018765,-0.3373384,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Privy Garden"", ""note"": ""formal garden - geometrical patterns of small box hedge used as borders for each plot"", ""wikidata"": ""Q27084973""}"
way/4005250,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4005250,Isabella Plantation,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4333899,-0.2773623,,,garden,,,,"{""access"": ""yes"", ""barrier"": ""fence"", ""leisure"": ""garden"", ""name"": ""Isabella Plantation"", ""operator"": ""The Royal Parks"", ""website"": ""https://www.royalparks.org.uk/visit/parks/richmond-park/isabella-plantation"", ""wikidata"": ""Q6077825"", ""wikimedia_commons"": ""Category:Isabella_Plantation"", ""wikipedia"": ""en:Isabella Plantation""}"
way/4081035,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4081035,Park Crescent Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.523381,-0.1464773,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Park Crescent Gardens"", ""source"": ""OS"", ""website"": ""https://cepc.org.uk/gardens/park-square-and-park-crescent-gardens/""}"
way/4081036,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4081036,Park Square Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5244103,-0.1468696,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Park Square Gardens"", ""website"": ""https://cepc.org.uk/gardens/park-square-and-park-crescent-gardens/"", ""wikidata"": ""Q7138034"", ""wikipedia"": ""en:Park Square, London""}"
way/4253431,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4253431,Bedford Square,leisure,garden,park relaxed,calm,open,0.20,0.15,51.518967,-0.130029,,,garden,,,,"{""GBV"": ""InActive"", ""access"": ""private"", ""barrier"": ""fence"", ""leisure"": ""garden"", ""name"": ""Bedford Square"", ""wikidata"": ""Q2893581"", ""wikipedia"": ""en:Bedford Square""}"
way/4253511,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4253511,Friends House Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5265907,-0.1318344,,,garden,,,,"{""access"": ""permissive"", ""fee"": ""no"", ""fixme"": ""Friends House shuts and locks this garden at times, I think overnight. It would be good to identify the hours the garden is open."", ""leisure"": ""garden"", ""name"": ""Friends House Garden"", ""operator"": ""Friends House"", ""operator:type"": ""religious""}"
way/4256650,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4256650,Vauxhall Gardens Allotments,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4883193,-0.1195878,,,garden,,,,"{""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Vauxhall Gardens Allotments""}"
way/4256999,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4256999,Victoria Square,leisure,garden,park relaxed,calm,open,0.20,0.15,51.497709,-0.144933,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""private"", ""leisure"": ""garden"", ""name"": ""Victoria Square"", ""wikidata"": ""Q7927047""}"
way/4260010,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4260010,Lambeth Palace Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4969254,-0.1187813,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Lambeth Palace Garden""}"
way/4270739,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4270739,Thomas More Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5194756,-0.0955947,,,garden,,,,"{""access"": ""private"", ""alt_name"": ""Thomas More Gardens"", ""leisure"": ""garden"", ""name"": ""Thomas More Garden""}"
way/4270744,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4270744,Barbican Wildlife Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5213402,-0.0962944,,,garden,,,,"{""access"": ""private"", ""addr:city"": ""London"", ""addr:postcode"": ""EC2Y 8AF"", ""addr:street"": ""Fann Street"", ""leisure"": ""garden"", ""name"": ""Barbican Wildlife Garden"", ""old_name"": ""Fann Street Wildlife Garden"", ""website"": ""http://www.barbicanwildlifegarden.org/""}"
way/4315778,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4315778,The Walks,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5202491,-0.1141872,,,garden,,,,"{""access"": ""permissive"", ""access:conditional"": ""permissive@(12:00-14:30)"", ""fee"": ""no"", ""leisure"": ""garden"", ""name"": ""The Walks"", ""website"": ""https://www.graysinn.org.uk/the-inn/the-estate/the-walks/""}"
way/4363425,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4363425,Cadogan Place North Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4978242,-0.1584653,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Cadogan Place North Garden""}"
way/4363426,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4363426,Cadogan Place South Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4959587,-0.1579902,,,garden,,,,"{""access"": ""private"", ""bicycle"": ""no"", ""dog"": ""no"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Cadogan Place South Garden"", ""note"": ""Private garden for Cadogan Place residents"", ""operator"": ""Cadogan Estates Ltd""}"
way/4363427,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4363427,Cadogan Square Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.495134,-0.1605778,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Cadogan Square Garden"", ""wikidata"": ""Q3649486"", ""wikipedia"": ""en:Cadogan Square""}"
way/4363428,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4363428,Lennox Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4955563,-0.1631709,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Lennox Gardens""}"
way/4384305,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4384305,Swaby Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4411104,-0.183262,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Swaby Gardens"", ""source:name"": ""local knowledge""}"
way/4780410,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4780410,Cleveland Square,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5146618,-0.1823516,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Cleveland Square"", ""website"": ""https://www.clevelandsquare.co.uk/"", ""wikidata"": ""Q56275847"", ""wikipedia"": ""en:Cleveland Square""}"
way/4959893,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4959893,Prince's Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4993207,-0.1730294,,,garden,,,,"{""access"": ""permissive"", ""dog"": ""no"", ""leisure"": ""garden"", ""name"": ""Prince's Gardens"", ""operator"": ""Imperial College London"", ""operator:type"": ""university"", ""wikidata"": ""Q73019724"", ""wikimedia_commons"": ""Category:Princes Gardens, London""}"
way/4964138,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4964138,Sunken Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4416327,-0.0624789,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Sunken Garden""}"
way/4969746,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4969746,Inner Temple Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5118836,-0.1095735,,,garden,,,,"{""access"": ""private"", ""leisure"": ""garden"", ""name"": ""Inner Temple Garden"", ""wikidata"": ""Q127869154"", ""wikipedia"": ""en:Inner Temple""}"
way/4981842,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4981842,Ladbroke Square Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5106365,-0.2024396,,,garden,,,,"{""access"": ""private"", ""alt_name"": ""Ladbroke Square Gardens"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Ladbroke Square Garden"", ""wikidata"": ""Q6469277"", ""wikipedia"": ""en:Ladbroke Square""}"
way/4996129,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4996129,Philbeach Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4912359,-0.1985816,,,garden,,,,"{""access"": ""private"", ""designation"": ""Philbeach Gardens"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Philbeach Gardens"", ""website"": ""https://philbeach.co.uk/"", ""wikidata"": ""Q95985260"", ""wikipedia"": ""en:Philbeach Gardens""}"
way/4996140,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,4996140,Nevern Square Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4920427,-0.196975,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Nevern Square Garden"", ""website"": ""https://www.nevernsquaregarden.com/""}"
way/5038724,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5038724,Lowndes Square Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.5003981,-0.1585234,,,garden,,,,"{""access"": ""private"", ""barrier"": ""fence"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Lowndes Square Gardens"", ""wikidata"": ""Q6694125"", ""wikipedia"": ""en:Lowndes Square""}"
way/5038725,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5038725,Hans Place Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4978384,-0.1609936,,,garden,,,,"{""access"": ""private"", ""barrier"": ""fence"", ""fence_type"": ""metal"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Hans Place Garden"", ""ref:GB:uprn"": ""217107356"", ""wikidata"": ""Q5650631"", ""wikipedia"": ""en:Hans Place""}"
way/5112993,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5112993,William Grigg's Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4710129,-0.0727479,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""William Grigg's Garden""}"
way/5319726,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5319726,Tedworth Square,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4872761,-0.162949,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Tedworth Square"", ""wikidata"": ""Q66370744"", ""wikipedia"": ""en:Tedworth Square""}"
way/5464883,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5464883,The Oval,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4580854,-0.0637322,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""The Oval""}"
way/5464884,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5464884,Japanese Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.45761,-0.0617317,,,garden,,,,"{""leisure"": ""garden"", ""name"": ""Japanese Garden""}"
way/5464885,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5464885,Sexby Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4570652,-0.0604163,,,garden,,,,"{""created_by"": ""JOSM"", ""leisure"": ""garden"", ""name"": ""Sexby Garden""}"
way/5464886,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,5464886,American Garden,leisure,garden,park relaxed,calm,open,0.20,0.15,51.457203,-0.0596687,,,garden,,,,"{""created_by"": ""JOSM"", ""leisure"": ""garden"", ""name"": ""American Garden""}"
way/7944907,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,7944907,Barkston Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4919605,-0.1910229,,,garden,,,,"{""access"": ""private"", ""description"": ""Barkston Gardens is a private communal garden provided for residents of the houses that surround it."", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Barkston Gardens""}"
way/7944966,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,7944966,Courtfield Gardens (West),leisure,garden,park relaxed,calm,open,0.20,0.15,51.4930041,-0.1889774,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Courtfield Gardens (West)"", ""website"": ""https://www.courtfieldgardens.net/""}"
way/7945054,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,7945054,Bramham Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4910794,-0.189222,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Bramham Gardens"", ""website"": ""https://www.bramhamgardens.org/""}"
way/7945412,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,7945412,Collingham Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4915825,-0.1876579,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""community"", ""leisure"": ""garden"", ""name"": ""Collingham Gardens""}"
way/10782218,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,10782218,Evelyn Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4888185,-0.1786952,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Evelyn Gardens""}"
way/10782605,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,10782605,Cranley Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.490832,-0.1794033,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Cranley Gardens""}"
way/10782657,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,10782657,Onslow Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4913868,-0.1782564,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Onslow Gardens""}"
way/10782688,openstreetmap_poi,OpenStreetMap / Overpass API,gardens,way,10782688,Onslow Gardens,leisure,garden,park relaxed,calm,open,0.20,0.15,51.4906017,-0.1775414,,,garden,,,,"{""access"": ""private"", ""garden:type"": ""residential"", ""leisure"": ""garden"", ""name"": ""Onslow Gardens""}"
